Id,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,sustain_app__ConsumptionReport__c,sustain_app__EnergyConsumption__c,sustain_app__EUR_Is_Locked__c,sustain_app__Is_Locked__c,sustain_app__UniqueInventoryId__c
a031h000002p8ecAAA,,CFR-000000018,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfUEAW,,,a041h000006OxOcAAKa0C1h000004RUfUEAW
a031h000002p8edAAA,,CFR-000000019,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfVEAW,,,a041h000006OxOcAAKa0C1h000004RUfVEAW
a031h000002p8eeAAA,,CFR-000000020,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfWEAW,,,a041h000006OxOcAAKa0C1h000004RUfWEAW
a031h000002p8efAAA,,CFR-000000021,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfXEAW,,,a041h000006OxOcAAKa0C1h000004RUfXEAW
a031h000002p8egAAA,,CFR-000000022,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfYEAW,,,a041h000006OxOcAAKa0C1h000004RUfYEAW
a031h000002p8ehAAA,,CFR-000000023,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfZEAW,,,a041h000006OxOcAAKa0C1h000004RUfZEAW
a031h000002p8eiAAA,,CFR-000000024,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfaEAG,,,a041h000006OxOcAAKa0C1h000004RUfaEAG
a031h000002p8ejAAA,,CFR-000000025,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfbEAG,,,a041h000006OxOcAAKa0C1h000004RUfbEAG
a031h000002p8ekAAA,,CFR-000000026,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfcEAG,,,a041h000006OxOcAAKa0C1h000004RUfcEAG
a031h000002p8elAAA,,CFR-000000027,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfdEAG,,,a041h000006OxOcAAKa0C1h000004RUfdEAG
a031h000002p8emAAA,,CFR-000000028,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfeEAG,,,a041h000006OxOcAAKa0C1h000004RUfeEAG
a031h000002p8enAAA,,CFR-000000029,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUffEAG,,,a041h000006OxOcAAKa0C1h000004RUffEAG
a031h000002p8eoAAA,,CFR-000000030,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfgEAG,,,a041h000006OxOcAAKa0C1h000004RUfgEAG
a031h000002p8epAAA,,CFR-000000031,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfhEAG,,,a041h000006OxOcAAKa0C1h000004RUfhEAG
a031h000002p8eqAAA,,CFR-000000032,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfiEAG,,,a041h000006OxOcAAKa0C1h000004RUfiEAG
a031h000002p8erAAA,,CFR-000000033,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfjEAG,,,a041h000006OxOcAAKa0C1h000004RUfjEAG
a031h000002p8esAAA,,CFR-000000034,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfkEAG,,,a041h000006OxOcAAKa0C1h000004RUfkEAG
a031h000002p8etAAA,,CFR-000000035,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUflEAG,,,a041h000006OxOcAAKa0C1h000004RUflEAG
a031h000002p8euAAA,,CFR-000000036,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfqEAG,,,a041h000006OxOcAAKa0C1h000004RUfqEAG
a031h000002p8evAAA,,CFR-000000037,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfrEAG,,,a041h000006OxOcAAKa0C1h000004RUfrEAG
a031h000002p8ewAAA,,CFR-000000038,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfsEAG,,,a041h000006OxOcAAKa0C1h000004RUfsEAG
a031h000002p8exAAA,,CFR-000000039,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUftEAG,,,a041h000006OxOcAAKa0C1h000004RUftEAG
a031h000002p8eyAAA,,CFR-000000040,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfuEAG,,,a041h000006OxOcAAKa0C1h000004RUfuEAG
a031h000002p8ezAAA,,CFR-000000041,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfvEAG,,,a041h000006OxOcAAKa0C1h000004RUfvEAG
a031h000002p8f0AAA,,CFR-000000042,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfwEAG,,,a041h000006OxOcAAKa0C1h000004RUfwEAG
a031h000002p8f1AAA,,CFR-000000043,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfxEAG,,,a041h000006OxOcAAKa0C1h000004RUfxEAG
a031h000002p8f2AAA,,CFR-000000044,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfyEAG,,,a041h000006OxOcAAKa0C1h000004RUfyEAG
a031h000002p8f3AAA,,CFR-000000045,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUfzEAG,,,a041h000006OxOcAAKa0C1h000004RUfzEAG
a031h000002p8f4AAA,,CFR-000000046,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg0EAG,,,a041h000006OxOcAAKa0C1h000004RUg0EAG
a031h000002p8f5AAA,,CFR-000000047,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg1EAG,,,a041h000006OxOcAAKa0C1h000004RUg1EAG
a031h000002p8f6AAA,,CFR-000000048,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg2EAG,,,a041h000006OxOcAAKa0C1h000004RUg2EAG
a031h000002p8f7AAA,,CFR-000000049,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg3EAG,,,a041h000006OxOcAAKa0C1h000004RUg3EAG
a031h000002p8f8AAA,,CFR-000000050,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg4EAG,,,a041h000006OxOcAAKa0C1h000004RUg4EAG
a031h000002p8f9AAA,,CFR-000000051,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg5EAG,,,a041h000006OxOcAAKa0C1h000004RUg5EAG
a031h000002p8fAAAQ,,CFR-000000052,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg6EAG,,,a041h000006OxOcAAKa0C1h000004RUg6EAG
a031h000002p8fBAAQ,,CFR-000000053,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg7EAG,,,a041h000006OxOcAAKa0C1h000004RUg7EAG
a031h000002p8fCAAQ,,CFR-000000054,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg8EAG,,,a041h000006OxOcAAKa0C1h000004RUg8EAG
a031h000002p8fDAAQ,,CFR-000000055,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUg9EAG,,,a041h000006OxOcAAKa0C1h000004RUg9EAG
a031h000002p8fEAAQ,,CFR-000000056,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgAEAW,,,a041h000006OxOcAAKa0C1h000004RUgAEAW
a031h000002p8fFAAQ,,CFR-000000057,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgBEAW,,,a041h000006OxOcAAKa0C1h000004RUgBEAW
a031h000002p8fGAAQ,,CFR-000000058,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgCEAW,,,a041h000006OxOcAAKa0C1h000004RUgCEAW
a031h000002p8fHAAQ,,CFR-000000059,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgDEAW,,,a041h000006OxOcAAKa0C1h000004RUgDEAW
a031h000002p8fIAAQ,,CFR-000000060,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgEEAW,,,a041h000006OxOcAAKa0C1h000004RUgEEAW
a031h000002p8fJAAQ,,CFR-000000061,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgFEAW,,,a041h000006OxOcAAKa0C1h000004RUgFEAW
a031h000002p8fKAAQ,,CFR-000000062,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgGEAW,,,a041h000006OxOcAAKa0C1h000004RUgGEAW
a031h000002p8fLAAQ,,CFR-000000063,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgHEAW,,,a041h000006OxOcAAKa0C1h000004RUgHEAW
a031h000002p8fMAAQ,,CFR-000000064,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgIEAW,,,a041h000006OxOcAAKa0C1h000004RUgIEAW
a031h000002p8fNAAQ,,CFR-000000065,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgJEAW,,,a041h000006OxOcAAKa0C1h000004RUgJEAW
a031h000002p8fOAAQ,,CFR-000000066,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgKEAW,,,a041h000006OxOcAAKa0C1h000004RUgKEAW
a031h000002p8fPAAQ,,CFR-000000067,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgLEAW,,,a041h000006OxOcAAKa0C1h000004RUgLEAW
a031h000002p8fQAAQ,,CFR-000000068,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgMEAW,,,a041h000006OxOcAAKa0C1h000004RUgMEAW
a031h000002p8fRAAQ,,CFR-000000069,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgNEAW,,,a041h000006OxOcAAKa0C1h000004RUgNEAW
a031h000002p8fSAAQ,,CFR-000000070,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgOEAW,,,a041h000006OxOcAAKa0C1h000004RUgOEAW
a031h000002p8fTAAQ,,CFR-000000071,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgPEAW,,,a041h000006OxOcAAKa0C1h000004RUgPEAW
a031h000002p8fUAAQ,,CFR-000000072,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgQEAW,,,a041h000006OxOcAAKa0C1h000004RUgQEAW
a031h000002p8fVAAQ,,CFR-000000073,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgREAW,,,a041h000006OxOcAAKa0C1h000004RUgREAW
a031h000002p8fWAAQ,,CFR-000000074,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgSEAW,,,a041h000006OxOcAAKa0C1h000004RUgSEAW
a031h000002p8fXAAQ,,CFR-000000075,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgTEAW,,,a041h000006OxOcAAKa0C1h000004RUgTEAW
a031h000002p8fYAAQ,,CFR-000000076,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgUEAW,,,a041h000006OxOcAAKa0C1h000004RUgUEAW
a031h000002p8fZAAQ,,CFR-000000077,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgVEAW,,,a041h000006OxOcAAKa0C1h000004RUgVEAW
a031h000002p8faAAA,,CFR-000000078,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgWEAW,,,a041h000006OxOcAAKa0C1h000004RUgWEAW
a031h000002p8fbAAA,,CFR-000000079,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgXEAW,,,a041h000006OxOcAAKa0C1h000004RUgXEAW
a031h000002p8fcAAA,,CFR-000000080,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgYEAW,,,a041h000006OxOcAAKa0C1h000004RUgYEAW
a031h000002p8fdAAA,,CFR-000000081,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgZEAW,,,a041h000006OxOcAAKa0C1h000004RUgZEAW
a031h000002p8feAAA,,CFR-000000082,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgaEAG,,,a041h000006OxOcAAKa0C1h000004RUgaEAG
a031h000002p8ffAAA,,CFR-000000083,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgbEAG,,,a041h000006OxOcAAKa0C1h000004RUgbEAG
a031h000002p8fgAAA,,CFR-000000084,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgcEAG,,,a041h000006OxOcAAKa0C1h000004RUgcEAG
a031h000002p8fhAAA,,CFR-000000085,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,0051h0000064LyPAAU,2021-03-29T18:33:48.000+0000,a041h000006OxOcAAK,a0C1h000004RUgdEAG,,,a041h000006OxOcAAKa0C1h000004RUgdEAG
