Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Taxi_Limousine_Rate_Mile__c,sustain_app__AMER_Train_Rate_Mile__c,sustain_app__APAC_Taxi_Limousine_Rate_Mile__c,sustain_app__APAC_Train_Rate_Mile__c,sustain_app__Calendar_Year__c,sustain_app__Company_Shuttle__c,sustain_app__Currency__c,sustain_app__Data_Source__c,sustain_app__Description__c,sustain_app__Distance_Unit__c,sustain_app__EMEA_Taxi_Limousine_Rate_Mile__c,sustain_app__EMEA_Train_Rate_Mile__c,sustain_app__EconomicSectorCategory__c,sustain_app__EconomicSectorCode__c,sustain_app__EconomicSector__c,sustain_app__EmissionFactorScope3Dataset__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Emission_Factors_Other__c,sustain_app__Fuel_Efficiency_Unit__c,sustain_app__Fuel_Efficiency_Value__c,sustain_app__Fuel_Efficiency_Value_mpg__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__GhgScope3Category__c,sustain_app__HS_Australia__c,sustain_app__HS_Austria__c,sustain_app__HS_Canada__c,sustain_app__HS_Caribbean_Region__c,sustain_app__HS_China_Hong_Kong__c,sustain_app__HS_China__c,sustain_app__HS_France__c,sustain_app__HS_Germany_Southern_Region__c,sustain_app__HS_Germany__c,sustain_app__HS_India__c,sustain_app__HS_Indonesia__c,sustain_app__HS_International__c,sustain_app__HS_Japan__c,sustain_app__HS_Malaysia__c,sustain_app__HS_Mexico__c,sustain_app__HS_Russian_Federation__c,sustain_app__HS_Saudi_Arabia__c,sustain_app__HS_Singapore__c,sustain_app__HS_South_Korea__c,sustain_app__HS_Spain__c,sustain_app__HS_Switzerland__c,sustain_app__HS_Thailand__c,sustain_app__HS_Turkey__c,sustain_app__HS_UK_London__c,sustain_app__HS_UK_Other__c,sustain_app__HS_Vietnam__c,sustain_app__Hotel_Stay_Factor__c,sustain_app__Hotel_Stay__c,sustain_app__Maximum_Flight_Length_Medium_Haul__c,sustain_app__Maximum_Flight_Length_Short_Haul__c,sustain_app__Minimum_Flight_Length_Long_Haul__c,sustain_app__Personal_Car_DEFRA__c,sustain_app__Personal_Car_EPA__c,sustain_app__Personal_Car_kg_CO2e_per_Distance__c,sustain_app__Personal_Car_kg_CO2e_per_Mile__c,sustain_app__Shuttle_Diesel_Emission_Factor_gCH4_Mile__c,sustain_app__Shuttle_Diesel_Emission_Factor_gN2O_Mile__c,sustain_app__Taxi_Limo_Rate_Cost_per_Distance__c,sustain_app__Taxi_Limo_Rate_Cost_per_Mile__c,sustain_app__Taxi_Limo_kg_CO2e_per_Distance__c,sustain_app__Taxi_Limo_kg_CO2e_per_Mile__c,sustain_app__Taxi_Limousine_DEFRA__c,sustain_app__Taxi_Limousine_EPA__c,sustain_app__Total_tCO2e_per_Million__c,sustain_app__Train_DEFRA__c,sustain_app__Train_EPA__c,sustain_app__Train_Rate_Cost_per_Distance__c,sustain_app__Train_Rate_Cost_per_Mile__c,sustain_app__Train_kg_CO2e_per_Distance__c,sustain_app__Train_kg_CO2e_per_Mile__c,sustain_app__kgCO2_Pass_Km_Long_Haul__c,sustain_app__kgCO2_Pass_Km_Medium_Haul__c,sustain_app__kgCO2_Pass_Km_Short_Haul__c,sustain_app__kgCO2_Pass_Mile_Long_Haul__c,sustain_app__kgCO2_Pass_Mile_Medium_Haul__c,sustain_app__kgCO2_Pass_Mile_Short_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Long_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Medium_Haul__c,sustain_app__kgCO2e_Pass_Km_CH4_Short_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Long_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Medium_Haul__c,sustain_app__kgCO2e_Pass_Km_N2O_Short_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Long_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Medium_Haul__c,sustain_app__kgCO2e_Pass_Mile_CH4_Short_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Long_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Medium_Haul__c,sustain_app__kgCO2e_Pass_Mile_N2O_Short_Haul__c
a0B1h000003NMO1EAO,0051h0000064MckAAE,,South Africa,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMO2EAO,0051h0000064MckAAE,,South Korea,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMO3EAO,0051h0000064MckAAE,,Spain,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMO4EAO,0051h0000064MckAAE,,Switzerland,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMO5EAO,0051h0000064MckAAE,,Taiwan,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNNEA4,0051h0000064MckAAE,,Air Travel Factors,0121h000001lj5UAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,"US EPA (https://www.epa.gov/sites/production/files/2018-03/documents/emission-factors_mar_2018_0.pdf), DEFRA and other sources.",,Miles,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,2299.9,299.9,2300,,,0,0,,,0,0,0,0,,,,,,0,0,0,0,0.1031479,0.0845067,0.1398089,0.166,0.136,0.225,0.0000104,0.0000104,0.0000679,0.0008727,0.0007081,0.0011856,0.0000168,0.0000168,0.0001092,0.0014045,0.0011395,0.001908
a0B1h000003NMNOEA4,0051h0000064MckAAE,,Scope 3 Ground Travel - EMEA,0121h000001lj5WAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,DEFRA,,Miles,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,2299.9,299.9,,,,0.29881,0.29881,,,7.21,7.21,0.347,0.347,,,,,,0.21,0.21,0.06,0.06,0.1031479,0.0845067,0.1398089,0.166,0.136,0.225,0.0000104,0.0000104,0.0000679,0.0008727,0.0007081,0.0011856,0.0000168,0.0000168,0.0001092,0.0014045,0.0011395,0.001908
a0B1h000003NMNPEA4,0051h0000064MckAAE,,Scope 3 Ground Travel - APAC,0121h000001lj5WAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,DEFRA,,Miles,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,2299.9,299.9,,,,0.29881,0.29881,,,2,2,0.347,0.347,,,,,,0.25,0.25,0.06,0.06,0.1031479,0.0845067,0.1398089,0.166,0.136,0.225,0.0000104,0.0000104,0.0000679,0.0008727,0.0007081,0.0011856,0.0000168,0.0000168,0.0001092,0.0014045,0.0011395,0.001908
a0B1h000003NMNQEA4,0051h0000064MckAAE,,Scope 3 Ground Travel - AMER,0121h000001lj5WAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,US Environmental Protection Agency,,Miles,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,2299.9,299.9,,,,0.34675,0.34675,,,2,2,0.433,0.433,,,,,,0.25,0.25,0.14,0.14,0.1031479,0.0845067,0.1398089,0.166,0.136,0.225,0.0000104,0.0000104,0.0000679,0.0008727,0.0007081,0.0011856,0.0000168,0.0000168,0.0001092,0.0014045,0.0011395,0.001908
a0B1h000003NMNREA4,0051h0000064MckAAE,,Argentina,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNSEA4,0051h0000064MckAAE,,Australia,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNTEA4,0051h0000064MckAAE,,Austria,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNUEA4,0051h0000064MckAAE,,Belgium,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNVEA4,0051h0000064MckAAE,,Brazil,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNWEA4,0051h0000064MckAAE,,Canada,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNXEA4,0051h0000064MckAAE,,Caribbean Region,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNYEA4,0051h0000064MckAAE,,Chile,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNZEA4,0051h0000064MckAAE,,China,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNaEAO,0051h0000064MckAAE,,Hong Kong,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNbEAO,0051h0000064MckAAE,,Colombia,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNcEAO,0051h0000064MckAAE,,Costa Rica,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
a0B1h000003NMNgEAO,0051h0000064MckAAE,,Germany,0121h000001lj5XAAQ,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,0051h0000064MckAAE,2021-03-29T18:30:16.000+0000,,,,,,,,2020,,USD,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2019,,Kilometers,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,,0,,,,0,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,
